TIC tpeak
394521607 2065.0950096029155
394521654 2082.0244656195327
394520772 2068.1185990592944
394520972 2081.370032724336
394521231 2078.0600861654543
394521800 2066.842018488979
394521515 2067.034126995309
394521780 2064.15313771236
394520469 2068.7630574991476
394521726 2063.831965353505
394521183 2079.47960434315
394521373 2082.2078757754357
394520609 2068.534566602074
394520636 2068.9031068258664
394521571 2069.935480270171
394521795 2078.888237503779
394520248 2079.7971495046168
394521155 2063.5305857784324
394520882 2064.2739739032495
394520282 2063.2353651224807
394521473 2077.5765866178945
394521222 2077.8659340986446
394520597 2069.976774237575
394520966 2067.546346204255
394522031 2068.9333923187396
394520958 2078.4037356348313
394521283 2078.322458252404
394521622 2064.7733405561626
394521205 2066.062041788963
394520581 2080.5878822604527
394520315 2066.5945084454866
394520544 2076.890545118709
394520749 2068.4293531997087
394521251 2080.5345874498867
394520979 2067.852714106984
394520914 2079.595334443698
394520349 2065.9577169921245
394521096 2065.168880363811
394522073 2067.181259836879
394520378 2080.512209538936
394520660 2070.0752193871135
394521914 2068.2323183135554
394520408 2065.6249713126826
394521116 2066.147061474343
394520666 2065.6499347138474
394522109 2078.9970729568167
394521722 2063.2047788558884
394521377 2064.3717281392414
394521145 2069.813647200877
394521736 2064.8594036897393
394521709 2078.1840974249035
394521364 2067.1302534120514
394520619 2070.4602276508363
394522122 2077.3729623227464
394521996 2066.6584127492415
394520365 2079.1752156524744
394521616 2069.893495210862
394520764 2068.3884110687586
394521680 2064.8365464287804
394521022 2079.6708079939526
394520503 2066.7157551358105
394520700 2069.1566551138653
394521289 2077.729067656113
394521675 2067.813203903803
394521015 2067.0894136864727
358659346 2083.1669270987622
358659748 2068.5507084516776
358659589 2079.259310059572
358659529 2069.1806652747096
358659982 2081.5571426018314
358659505 2063.882919750993
358659391 2076.764662557032
358659309 2078.0324235437915
358659355 2079.1668809228304
358659566 2063.4045928083256
358659906 2065.339747472216
358659245 2062.8675184054696
358659842 2083.184666985641
358659424 2070.9485825544766
358659288 2081.5245211778647
358659446 2066.4139160341006
358659853 2076.868670557632
358659838 2063.276477113473
358659264 2078.2144177213004
358659495 2063.673296880634
358659468 2071.14488750443
358659170 2070.7119447734904
358659927 2081.4999824069237
358659512 2082.634853135224
358659176 2065.654694506067
358659767 2069.6169020015095
358659531 2069.567765234564
358659951 2078.387149439303
358659994 2080.640843776209
358659815 2069.2109617812825
358659248 2081.9126781596037
358659445 2078.1953991670116
358659615 2062.863292993268
350929454 2064.09461948458
350929948 2068.5584421050667
350929806 2082.252001553166
350929582 2079.3254111098795
350929570 2081.4458812822522
350929615 2079.7277219100547
350929416 2066.3737621296827
389130919 2079.6475681890047
389130319 2070.119509482244
389131375 2077.8810406804105
389130434 2083.1495880355637
389130699 2063.0296988375526
389130201 2070.3998085041235
389131130 2079.34224037064
389130045 2063.0555165747483
389130417 2079.9334529817365
389130214 2065.8955097466555
389131487 2070.6904910018543
389130564 2063.0144358632265
389130761 2081.386988255047
389130759 2063.3284420498235
389131241 2070.6389981340008
389130956 2064.0389688102473
389131410 2063.7180794081214
389130581 2077.3602810366224
389131007 2066.950457005702
389131000 2066.5965525932174
389131031 2080.9404988678834
389130371 2080.041537491366
389130144 2067.485352747863
389131430 2079.8088872810386
389131172 2079.153297476683
389130491 2077.0739316326817
389130234 2065.779340853303
389130858 2082.908674477689
389130610 2065.6941294150133
389131105 2066.633130927469
389130220 2078.449927194041
389131300 2079.10732767985
389130470 2066.686163473799
389131309 2080.5558687299063
389130166 2066.6383371807137
389130354 2064.0458237058165
389131040 2077.382301576263
389131219 2065.5825286995614
375038128 2067.6443662121987
375033991 2078.7790606191816
375037169 2069.3522092398493
375032424 2064.561233544614
375037700 2063.873074304559
375033166 2079.1450382844537
375036675 2065.3143347523596
375036012 2079.285503559038
375037937 2066.254571936359
375036471 2065.8925431613666
375037568 2078.7355302146348
375035600 2063.3852327563686
375037505 2064.727476820885
375034373 2079.031726685238
375034743 2077.0583073151606
375036534 2067.1325728471033
375037872 2066.420138118472
375034264 2066.8808118596726
375036567 2081.8426448597493
375032930 2066.1952881215784
375038203 2066.2318422515445
375037245 2078.161570894717
375035919 2078.4451730315714
375032752 2066.520076318575
375032331 2065.715473928149
375037030 2065.197475760887
375035957 2077.5803410054314
375033268 2066.647198977111
375034849 2077.331315288903
375033634 2066.0171893420156
375034285 2065.271571023421
375032740 2067.529762067067
375037007 2076.926627304193
375032785 2078.6341264478024
375032749 2076.7460899473285
375033496 2063.45692441989
375036651 2067.948312628364
375032802 2065.080054143401
375035877 2081.3186363181167
375034702 2079.850381033793
375036400 2063.6507640713035
375037565 2079.8230961275212
375033555 2064.826673891043
375036027 2064.334352405882
375032871 2065.524553249091
375033506 2067.2356729121557
375034785 2078.6948657739267
375033759 2063.0195449192242
375038123 2064.584531154773
375037368 2081.256481512482
375033358 2077.0219675823737
375032279 2065.268840401551
375037734 2068.2394075702887
375033212 2078.3033650519424
375034833 2078.6649614032494
375037429 2067.8291455726658
375032994 2066.6105423236745
375036395 2079.2282500467363
375036995 2078.2406783228907
375037878 2078.624148019352
375033848 2064.9462639670696
375033213 2077.7020879300558
375034602 2064.353880389281
375035502 2078.351106862475
375037255 2078.497485946779
375036788 2078.654483898048
375032317 2078.8992030784602
375035764 2080.1361844693015
375035936 2077.3144822478685
375038081 2065.1728566895913
375036772 2078.695073013849
375037896 2068.2841496322644
375033093 2078.0189034136506
375034289 2077.0020498340414
375036921 2079.6470862904853
375034811 2064.4550818970533
375034482 2067.1452293837233
375037375 2081.224879614055
375037388 2080.777948877568
375034738 2079.2583516363516
